# name, mass, mass_error_min, mass_error_max, radius, radius_error_min, radius_error_max, orbital_period, orbital_period_err_min, orbital_period_err_max, semi_major_axis, semi_major_axis_error_min, semi_major_axis_error_max, eccentricity, eccentricity_error_min, eccentricity_error_max, angular_distance, inclination, inclination_error_min, inclination_error_max, tzero_tr, tzero_tr_error_min, tzero_tr_error_max, tzero_tr_sec, tzero_tr_sec_error_min, tzero_tr_sec_error_max, lambda_angle, lambda_angle_error_min, lambda_angle_error_max, tzero_vr, tzero_vr_error_min, tzero_vr_error_max, temp_calculated, temp_measured, hot_point_lon, log_g, publication_status, discovered, updated, omega, omega_error_min, omega_error_max, tperi, tperi_error_min, tperi_error_max, detection_type, molecules, star_name, ra, dec, mag_v, mag_i, mag_j, mag_h, mag_k, star_distance, star_metallicity, star_mass, star_radius, star_sp_type, star_age, star_teff
Kepler-26 c,0.375,inf,nan,0.32,,,17.2513,,,0.107,,,,,,,,,,2454982.885,,,,,,,,,,,,,,,,1,2012,1/30/2012,,,,,,,detected by transit,,Kepler-26,284.9416667,46.5666667,16,,,,,,-0.21,0.65,0.59,,,4500
Kepler-27 b,9.11,inf,nan,0.36,,,15.3348,,,0.118,,,,,,,,,,2454991.673,,,,,,,,,,,,,,,,1,2012,1/30/2012,,,,,,,detected by transit,,Kepler-27,292.2375,41.0858333,,,,,,,0.41,0.65,0.59,,,5400
Kepler-27 c,13.8,inf,nan,0.44,,,31.3309,,,0.191,,,,,,,,,,2454986.427,,,,,,,,,,,,,,,,1,2012,10/10/2013,,,,,,,detected by transit,,Kepler-27,292.2375,41.0858333,,,,,,,0.41,0.65,0.59,,,5400
Kepler-276 c,0.045,0.067,0.0299,0.259,0.0143,0.0143,31.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/30/2013,,,,,,,detected by transit,,Kepler-276,293.5667,39.0364,,,,,,,0.012,0.96,0.95,,,5812
Kepler-276 d,0.044,0.0673,0.0283,0.25,0.0134,0.0134,48.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/30/2013,,,,,,,detected by transit,,Kepler-276,293.5667,39.0364,,,,,,,0.012,0.96,0.95,,,5812
Kepler-277 b,0.28,0.471,0.139,0.261,0.0349,0.0349,17.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-277,286.5833,39.0772,13.4,,,,,,-0.315,1.19,1.65,,,6306
Kepler-277 c,0.21,0.313,0.134,0.3,0.04,0.04,33.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-277,286.5833,39.0772,13.4,,,,,,-0.315,1.19,1.65,,,6306
Kepler-279 c,0.171,0.469,0.05,0.385,0.157,0.157,35.736,,,0.232,,,,,,,,,,2454984.061,,,,,,,,,,,,,,,,1,2013,12/30/2013,,,,,,,detected by transit,,Kepler-279,287.3917,42.195,13.7,,,,,,-0.57,1.23,1.27,,,6562
Kepler-279 d,0.13,0.357,0.038,0.277,0.114,0.114,54.414,,,0.30728,,,,,,,,,,2454981.88,,,,,,,,,,,,,,,,1,2013,12/30/2013,,,,,,,detected by transit,,Kepler-279,287.3917,42.195,13.7,,,,,,-0.57,1.23,1.27,,,6562
Kepler-28 b,1.51,inf,nan,0.32,,,5.9123,,,0.062,,,,,,,,,,2454975.623,,,,,,,,,,,,,,,,1,2012,1/30/2012,,,,,,,detected by transit,,Kepler-28,292.1375,42.4294444,15.5,,,,,,0.34,0.75,0.7,,,4590
Kepler-28 c,1.36,inf,nan,0.3,,,8.9858,,,0.081,,,,,,,,,,2454981.728,,,,,,,,,,,,,,,,1,2012,1/30/2012,,,,,,,detected by transit,,Kepler-28,292.1375,42.4294444,15.5,,,,,,0.34,0.75,0.7,,,4590
Kepler-282 d,0.204,0.38,0.08,0.22,,,24.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/30/2013,,,,,,,detected by transit,,Kepler-282,269.6792,44.7975,15.2,,,,,,-0.374,1.09,1.01,,,5876
Kepler-282 e,0.192,0.3,0.12,0.277,0.0143,0.0143,44.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/30/2013,,,,,,,detected by transit,,Kepler-282,269.6792,44.7975,15.2,,,,,,-0.374,1.09,1.01,,,5876
Kepler-29 b,0.4,,,0.32,0.045,0.045,10.3376,0.0002,0.0002,0.09,,,,,,,,,,2454982.75,0.009,0.009,,,,,,,,,,,,,,1,2012,1/30/2012,,,,,,,detected by transit,,Kepler-29,298.35,47.4911111,15.5,,,,,,0,1,0.96,,,5750
Kepler-29 c,0.3,,,0.26,0.036,0.036,13.2907,0.0004,0.0004,0.11,,,,,,,,,,2454978.471,0.016,0.016,,,,,,,,,,,,,,1,2012,1/30/2012,,,,,,,detected by transit,,Kepler-29,298.35,47.4911111,15.5,,,,,,0,1,0.96,,,5750
Kepler-30 b,0.036,0.004,0.004,0.35,0.02,0.02,29.334,0.008,0.008,0.18,,,,,,,89.82,0.16,0.16,2455246.65,0.04,0.04,,,,,,,,,,,,,,1,2012,11/12/2012,,,,,,,detected by transit,,Kepler-30,285.2833333,38.9472222,15.5,,,,,,0.18,0.99,0.95,,,5498
Kepler-30 c,2.01,0.16,0.16,1.1,0.036,0.036,60.3231,0.0002,0.0002,0.3,,,,,,,89.68,0.03,0.03,2455357.887,0.0005,0.0005,,,,,,,,,,,,,,1,2012,8/31/2012,,,,,,,detected by transit,,Kepler-30,285.2833333,38.9472222,15.5,,,,,,0.18,0.99,0.95,,,5498
Kepler-30 d,0.073,0.008,0.008,0.79,0.045,0.045,143.343,0.009,0.009,0.5,,,,,,,89.84,0.02,0.02,2455273.53,0.01,0.01,,,,,,,,,,,,,,1,2012,8/31/2012,,,,,,,detected by transit,,Kepler-30,285.2833333,38.9472222,15.5,,,,,,0.18,0.99,0.95,,,5498
Kepler-305 b,0.0356,0.0938,0.012,0.322,0.111,0.111,5.487,,,0.05856,,,,,,,,,,2455189.08,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-305,299.225,40.3431,15.8,,,,,,-0.071,0.83,0.87,,,4918
Kepler-305 c,0.0192,0.0538,0.0057,0.295,0.1,0.1,8.291,,,0.07711,,,,,,,,,,2455192.628,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-305,299.225,40.3431,15.8,,,,,,-0.071,0.83,0.87,,,4918
Kepler-307 b,0.0079,0.021,0.002,0.286,0.117,0.117,10.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-307,297.7958,40.4178,14.1,,,,,,0.158,0.78,1.03,,,5445
Kepler-307 c,0.0038,0.01,0.001,0.25,0.1,0.1,13.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-307,297.7958,40.4178,14.1,,,,,,0.158,0.78,1.03,,,5445
Kepler-31 b,6.8,,,0.38,0.07,0.07,20.8613,0.0002,0.0002,0.16,,,,,,,,,,2454992.141,0.006,0.006,,,,,,,,,,,,,,1,2012,1/30/2012,,,,,,,detected by transit,,Kepler-31,294.025,45.8530556,15.5,,,,,,-0.08,1.21,1.22,,,6340
Kepler-31 c,4.7,,,0.38,0.07,0.07,42.6318,0.0005,0.0005,0.26,,,,,,,,,,2454974.191,0.007,0.007,,,,,,,,,,,,,,1,2012,1/30/2012,,,,,,,detected by transit,,Kepler-31,294.025,45.8530556,15.5,,,,,,-0.08,1.21,1.22,,,6340
Kepler-32 b,4.1,,,0.37,0.036,0.036,5.90124,0.0001,0.0001,0.05,,,,,,,,,,2454974.902,0.008,0.008,,,,,,,,,,,,,,1,2012,1/30/2012,,,,,,,detected by transit,,Kepler-32,297.8416667,46.5741667,16,,,,,,0,0.58,0.53,,,3900
Kepler-32 c,0.5,,,0.33,0.036,0.036,8.7522,0.0003,0.0003,0.09,,,,,,,,,,2454977.378,0.013,0.013,,,,,,,,,,,,,,1,2012,1/30/2012,,,,,,,detected by transit,,Kepler-32,297.8416667,46.5741667,16,,,,,,0,0.58,0.53,,,3900
Kepler-328 b,0.069,0.198,0.019,0.206,0.076,0.076,34.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-328,288.3125,46.7714,,,,,,,-0.186,0.98,0.97,,,5314
Kepler-328 c,0.1,0.28,0.03,0.483,0.179,0.179,71.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-328,288.3125,46.7714,,,,,,,-0.186,0.98,0.97,,,5314
Kepler-33 b,,,,0.16,0.02,0.02,5.66793,0.00012,0.00012,0.0677,0.0014,0.0014,,,,,86.39,1.17,1.17,2454964.898,0.0075,0.0075,,,,,,,,,,,,,,1,2012,12/6/2012,,,,,,,detected by transit,,Kepler-33,289.0791667,46.0052778,14,,,,,,,1.291,1.82,,4.27,5904
Kepler-33 c,,,,0.29,0.027,0.027,13.17562,0.00014,0.00014,0.1189,0.0025,0.0025,,,,,88.19,0.72,0.72,2454976.676,0.0042,0.0042,,,,,,,,,,,,,,1,2012,12/6/2012,,,,,,,detected by transit,,Kepler-33,289.0791667,46.0052778,14,,,,,,,1.291,1.82,,4.27,5904
Kepler-33 d,,,,0.48,0.04,0.04,21.77596,0.00011,0.00011,0.1662,0.0035,0.0035,,,,,88.71,0.51,0.51,2454968.872,0.0048,0.0048,,,,,,,,,,,,,,1,2012,12/6/2012,,,,,,,detected by transit,,Kepler-33,289.0791667,46.0052778,14,,,,,,,1.291,1.82,,4.27,5904
Kepler-33 e,,,,0.36,0.034,0.034,31.7844,0.00039,0.00039,0.2138,0.0045,0.0045,,,,,88.94,0.37,0.37,2454968.872,0.0048,0.0048,,,,,,,,,,,,,,1,2012,12/6/2012,,,,,,,detected by transit,,Kepler-33,289.0791667,46.0052778,14,,,,,,,1.291,1.82,,4.27,5904
Kepler-33 f,,,,0.4,0.037,0.037,41.02902,0.00042,0.00042,0.2535,0.0054,0.0054,,,,,,,,2455005.576,0.004,0.004,,,,,,,,,,,,,,1,2012,12/6/2012,,,,,,,detected by transit,,Kepler-33,289.0791667,46.0052778,14,,,,,,,1.291,1.82,,4.27,5904
Kepler-34(AB)  b,0.219928893,0.010980713,0.009973885,0.763673412,0.013382128,0.013382128,288.822,0.081,0.081,1.0896,0.0009,0.0009,0.182,0.02,0.02,0.000727,90.355,0.018,0.018,2454969.2,,,,,,,,,,,,,,,,1,2012,11/15/2013,,,,,,,detected by transit,,Kepler-34(AB),296.4375,44.6416667,15,,,,,1499,-0.07,2.0687,1.1,G,,5913
Kepler-35(AB) b,0.126797344,0.019979234,0.019979234,0.727987738,0.013382128,0.013382128,131.458,0.105,0.105,0.60347,0.00103,0.00103,0.042,0.004,0.004,0.000367,90.76,0.09,0.09,2454965.85,,,,,,,,,,,,,,,,1,2012,11/5/2013,,,,,,,detected by transit,,Kepler-35(AB),294.4958333,46.69,16,,,,,1645,-0.34,1.6971,1,G,,5606
Kepler-350 c,0.0176,0.054,0.004,0.277,0.125,0.125,17.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/29/2013,,,,,,,detected by transit,,Kepler-350,285.4208,39.7061,13.8,,,,,,-0.308,1.03,1.33,,,6215
Kepler-350 d,0.048,0.128,0.014,0.25,0.092,0.092,26.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2013,12/29/2013,,,,,,,detected by transit,,Kepler-350,285.4208,39.7061,13.8,,,,,,-0.308,1.03,1.33,,,6215
Kepler-36 b,0.014032659,0.000943901,0.000943901,0.132036992,0.002676426,0.002676426,13.83989,0.006,0.0082,0.1153,0.0015,0.0015,,,,,,,,2454960.975,0.0058,0.0058,,,,,,,,,,,,,,1,2012,11/5/2013,,,,,,,detected by transit,,Kepler-36,291.25,49.2319444,12,,,,,,,1.113,1.66,,6.923,5900
Kepler-36 c,0.0254,0.0019,0.0014,0.329,0.048,0.048,16.23855,0.00038,0.00054,0.1283,0.0016,0.0016,,,,,,,,2454955.913,0.0011,0.0011,,,,,,,,,,,,,,1,2012,5/3/2013,,,,,,,detected by transit,,Kepler-36,291.25,49.2319444,12,,,,,,,1.113,1.66,,6.923,5900
Kepler-37b,,,,0.027,0.0065,0.0047,13.367308,8.50E-05,5.80E-05,0.1003,0.0011,0.0008,,,,,88.63,0.53,0.3,2455017.033,0.00089,0.00034,,,,,,,,,,,,,,1,2013,8/30/2013,,,,,,,detected by transit,,Kepler-37,284.59625,44.51817,9.77,,,,,66,-0.32,0.803,0.77,,6,5417
Kepler-37c,,,,0.0662,0.0074,0.0058,21.301886,4.40E-05,4.60E-05,0.1368,0.0014,0.0011,,,,,89.07,0.33,0.19,2455024.838,0.00078,0.00036,,,,,,,,,,,,,,1,2013,8/30/2013,,,,,,,detected by transit,,Kepler-37,284.59625,44.51817,9.77,,,,,66,-0.32,0.803,0.77,,6,5417
Kepler-37d,,,,0.177,0.012,0.01,39.792187,4.30E-05,4.00E-05,0.2076,0.0022,0.0016,,,,,89.335,0.047,0.043,2455008.25,0.00049,0.00043,,,,,,,,,,,,,,1,2013,4/29/2013,,,,,,,detected by transit,,Kepler-37,284.59625,44.51817,9.77,,,,,66,-0.32,0.803,0.77,,6,5417
Kepler-38(AB) b,0.38,0,0.38,0.39,0.01,0.01,105.595,0.038,0.038,0.4644,0.0082,0.0082,,,,,89.446,0.026,0.026,,,,,,,,,,,,,,,,,1,2012,8/30/2013,,,,,,,detected by transit,,Kepler-38A,286.8292,42.2792,14.3,,,,,,-0.158,0.949,1.757,,,5640
Kepler-39 b,18,0.9,0.9,1.22,0.12,0.12,21.087174,1.80E-05,1.80E-05,0.155,0.03,0.03,0.121,0.023,0.023,,88.83,0.59,0.4,2454972.596,0.0006,0.0006,,,,,,,,,,905,,,,1,2011,9/24/2013,98.9,5.9,6.8,,,,detected by transit,,Kepler-39,296.9583333,46.0344444,14.3,,,,,1200,-0.29,1.1,1.39,F7IV,5.08,6260
Kepler-396 b,0.22,0.61,0.068,0.31,0.12,0.12,42.994,,,0.36709,,,,,,,,,,2455015.653,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-396,296.1333,48.8106,,,,,,,-0.129,0.81,1.04,,,5384
Kepler-396 c,0.053,0.14,0.016,0.47,0.19,0.19,88.505,,,0.22662,,,,,,,,,,2454995.512,,,,,,,,,,,,,,,,1,2013,12/20/2013,,,,,,,detected by transit,,Kepler-396,296.1333,48.8106,,,,,,,-0.129,0.81,1.04,,,5384
Kepler-4 b,0.082434006,0.012805588,0.012805588,0.356856735,0.018734979,0.018734979,3.21346,0.00022,0.00022,0.0456,0.0009,0.0009,0,,,8.30E-05,89.76,2.05,2.05,2454956.613,0.0015,0.0015,,,,,,,,,,,,,,1,2010,11/5/2013,,,,,,,detected by transit,,Kepler-4,285.6166667,50.1358333,12.7,,,,,550,0.17,1.223,1.487,G0,4.5,5857
Kepler-40 b,2.2,0.4,0.4,1.17,0.04,0.04,6.87349,0.00064,0.00064,0.08,0.003,0.003,0,,,3.00E-05,89.7,0.1,0.1,2455005.52,0.0024,0.0024,,,,,,,,,,,,,,1,2010,9/24/2013,,,,,,,detected by transit,,Kepler-40,296.8125,47.5266667,14.76,,,,,2700,0.1,1.48,2.13,F5IV,2.8,6510
Kepler-41  b,0.49,0.09,0.09,0.841,0.032,0.032,1.855558,7.00E-06,7.00E-06,0.029,0.001,0.001,0,,,4.00E-05,88.3,0.7,0.7,2454970.18,0.0003,0.0003,,,,,,,,,,1745,,,,1,2011,10/19/2013,,,,,,,detected by transit,,Kepler-41,294.5125,45.9816667,14.5,,,,,730,-0.09,0.94,0.966,G2V,7.4,5660
Kepler-410A b,,,,0.253189853,0.004817566,0.004817566,17.833648,5.40E-05,5.40E-05,0.1236,0.0047,0.0047,0.17,0.32,0.32,,87.72,0.15,0.15,2455014.222,0.00058,0.00058,,,,,,,,,,,,,,1,2013,12/20/2013,270,60,60,,,,detected by transit,,Kepler-410A,283.15,45.13972223,9.5,,,,,132,0,1.214,1.352,,2.76,6273
Kepler-42 b,0.009,inf,nan,0.07,0.02,0.02,1.2137672,4.60E-06,4.60E-06,0.0116,,,,,,0.0003,,,,,,,,,,,,,,,,,,,,1,2012,8/30/2013,,,,,,,detected by transit,,Kepler-42,292.2208333,44.6194444,16.12,,,,,38.7,-0.48,0.13,0.17,,,3068
Kepler-42 c,0.006,inf,nan,0.065,0.018,0.018,0.45328509,9.70E-07,9.70E-07,0.006,,,,,,0.000155,,,,,,,,,,,,,,,,,,,,1,2012,8/30/2013,,,,,,,detected by transit,,Kepler-42,292.2208333,44.6194444,16.12,,,,,38.7,-0.48,0.13,0.17,,,3068
Kepler-42 d,0.003,inf,nan,0.051,0.016,0.016,1.856169,1.40E-05,1.40E-05,0.0154,,,,,,0.000398,,,,,,,,,,,,,,,,,,,,1,2012,8/30/2013,,,,,,,detected by transit,,Kepler-42,292.2208333,44.6194444,16.12,,,,,38.7,-0.48,0.13,0.17,,,3068
Kepler-43 b,3.23,0.19,0.19,1.2,0.06,0.06,3.024095,2.10E-05,2.10E-05,0.0449,0.001,0.001,0.025,inf,nan,2.30E-05,84.35,0.4,0.4,2454965.416,0.0006,0.0006,,,,,,,,,,,,,,1,2011,9/24/2013,,,,,,,detected by transit,,Kepler-43,285.2416667,46.6683333,14,,,,,1950,0.33,1.32,1.2,G0V/G0IV,2.8,6041
Kepler-44 b,1.02,0.07,0.07,1.24,0.07,0.07,3.24674,1.80E-05,1.80E-05,0.0455,0.0013,0.0013,0.021,inf,nan,2.00E-05,83.78,0.55,0.55,2454966.378,0.0004,0.0004,,,,,,,,,,,,,,1,2011,9/24/2013,,,,,,,detected by transit,,Kepler-44,300.1041667,45.7622222,15,,,,,2250,0.26,1.19,1.52,G2IV,6.95,5757
Kepler-45 b,0.505,0.09,0.09,0.96,0.11,0.11,2.455239,5.00E-06,5.00E-06,0.027,0.003,0.003,0.11,0.1,0.1,8.10E-05,87,0.7,0.7,,,,,,,,,,,,,,,,,2,2011,9/24/2013,230,68,68,,,,detected by transit,,Kepler-45,292.875,41.0641667,16.88,,,,,333,0.08,0.59,0.55,M,,3820
Kepler-46 b,6,inf,nan,0.812,0.043,0.043,33.60134,0.00021,0.00021,0.1967,0.0029,0.0029,0.01,0.01,0.01,0.00023,89.033,0.069,0.069,2455053.283,0.0014,0.0014,,,,,,,,,,,,,,1,2012,9/24/2013,,,,,,,detected by transit,,Kepler-46,289.2708333,42.6041667,15.3,,,,,857,0.41,0.902,0.94,,9.9,5155
Kepler-46 c,0.376,0.023,0.023,,,,57.004,0.1,0.1,0.2799,0.0041,0.0041,0.0145,0.0039,0.0039,0.000327,87.25,0.95,0.95,,,,,,,,,,,,,,,,,1,2012,11/5/2013,329.4,11,11,,,,pulsar,,Kepler-46,289.2708333,42.6041667,15.3,,,,,857,0.41,0.902,0.94,,9.9,5155
Kepler-47(AB) b,,,,0.27,0.011,0.011,49.514,0.04,0.04,0.2956,0.0047,0.0047,,,,,89.59,0.5,0.5,,,,,,,,,,,,,,,,,1,2012,8/30/2013,,,,,,,detected by transit,,Kepler-47A,295.2979,46.92,,,,,,,,1.043,0.964,,,5636
Kepler-47(AB) c,,,,0.41,0.018,0.018,303.148,0.072,0.072,0.989,0.016,0.016,,,,,89.826,,,,,,,,,,,,,,,,,,,1,2012,11/14/2013,,,,,,,detected by transit,,Kepler-47A,295.2979,46.92,,,,,,,,1.043,0.964,,,5636
Kepler-48 b,0.040902369,0.009439008,0.009439008,0.18,,,4.7779803,1.40E-05,1.40E-05,,,,,,,,,,,2454957.063,0.001,0.001,,,,,,,,,,,,,,1,2012,10/31/2013,,,,,,,detected by transit,,Kepler-48,299.1375,40.9489,13.5,,,,,,,0.89,0.89,,,5190
Kepler-48 c,0.028317025,0.009439008,0.009439008,0.3,,,9.6739283,2.00E-05,2.00E-05,,,,,,,,,,,2454958.34,0.00077,0.00077,,,,,,,,,,,,,,1,2012,10/31/2013,,,,,,,detected by transit,,Kepler-48,299.1375,40.9489,13.5,,,,,,,0.89,0.89,,,5190
Kepler-49 b,,,,0.24,,,7.2037945,2.20E-05,2.20E-05,,,,,,,,,,,2455003.288,0.001,0.001,,,,,,,,,,,,,,1,2012,1/17/2013,,,,,,,detected by transit,,Kepler-49,292.2958,40.5917,15.5,,,,,,,0.55,0.53,,,3974
Kepler-49 c,,,,0.23,,,10.9129343,6.90E-05,6.90E-05,,,,,,,,,,,2455002.849,0.0022,0.0022,,,,,,,,,,,,,,1,2012,1/17/2013,,,,,,,detected by transit,,Kepler-49,292.2958,40.5917,15.5,,,,,,,0.55,0.53,,,3974
Kepler-5 b,2.114,0.064,0.064,1.431,0.048,0.048,3.54846,3.20E-05,3.20E-05,0.05064,0.0007,0.0007,0,,,,86.3,0.6,0.6,2454955.901,0.00021,0.00021,,,,,,,,,,1752,,,,4,2010,10/19/2013,,,,,,,detected by transit,,Kepler-5,299.4083333,44.035,,,,,,,0.04,1.374,1.793,,,6297
Kepler-50 b,0.024,0,0.024,0.2,,,7.8125124,5.20E-05,5.20E-05,,,,,,,,,,,2455005.632,0.0022,0.0022,,,,,,,,,,,,,,1,2012,1/17/2013,,,,,,,detected by transit,,Kepler-50,288.1,50.0336,11,,,,,,,1.23,1.88,,,6058
